langage,nombre_de_mots,longueur_moyenne,longueur_maximale,longueur_minimale,diversite_binaire_0,diversite_binaire_1,entropie_binaire,distribution_des_longueurs 1,distribution_des_longueurs 2,distribution_des_longueurs 3,distribution_des_longueurs 4,distribution_des_longueurs 5,distribution_des_longueurs 6,distribution_des_longueurs 7,code
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
1110100 101 01011 1101001 010 0101000,6,5.333333333333333,7,3,0.5,0.5,1.0,0,0,2,0,1,0,3,True
1 11010 1110000 011 01101 0101001,6,4.666666666666667,7,1,0.4642857142857143,0.5357142857142857,0.996316519558962,1,0,1,0,2,0,2,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
10 110100 1100,3,4.0,6,2,0.5,0.5,1.0,0,1,0,1,0,1,0,True
10 1 1011011 100000 00 01111 0,7,3.4285714285714284,7,1,0.5,0.5,1.0,2,2,0,0,1,1,1,False
10011 1 100100 00,4,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,1,0,0,1,1,0,False
0100 0,2,2.5,4,1,0.8,0.2,0.7219280948873623,1,0,0,1,0,0,0,True
1100010 01 10001,3,4.666666666666667,7,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,1,True
101 011 110001 00110 0,5,3.6,6,1,0.5,0.5,1.0,1,0,2,0,1,1,0,False
1000011 0010111,2,7.0,7,7,0.5,0.5,1.0,0,0,0,0,0,0,2,True
000001 11110 011 10101 0011 0100111 0,7,4.428571428571429,7,1,0.4838709677419355,0.5161290322580645,0.9992492479956565,1,0,1,1,2,1,1,False
0011,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
10111 10 0,3,2.6666666666666665,5,1,0.375,0.625,0.954434002924965,1,1,0,0,1,0,0,True
11101 01 111010 01001,4,4.5,6,2,0.3888888888888889,0.6111111111111112,0.964078764808229,0,1,0,0,2,1,0,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
00001 00101 0010 11111,4,4.75,5,4,0.5263157894736842,0.47368421052631576,0.9980008838722996,0,0,0,1,3,0,0,True
10 10001,2,3.5,5,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,0,True
11 1 00,3,1.6666666666666667,2,1,0.4,0.6,0.9709505944546686,1,2,0,0,0,0,0,False
001001 01 1110011 011100,4,5.25,7,2,0.47619047619047616,0.5238095238095238,0.998363672593813,0,1,0,0,0,2,1,True
11 00111 0110100 00,4,4.0,7,2,0.5,0.5,1.0,0,2,0,0,1,0,1,True
1 0,2,1.0,1,1,0.5,0.5,1.0,2,0,0,0,0,0,0,True
10111 0101111,2,6.0,7,5,0.25,0.75,0.8112781244591328,0,0,0,0,1,0,1,True
1001110 110000 1 11011,4,4.75,7,1,0.42105263157894735,0.5789473684210527,0.9819407868640977,1,0,0,0,1,1,1,True
11000 000 011 0010111 110100 0,6,4.166666666666667,7,1,0.56,0.44,0.9895875212220556,1,0,2,0,1,1,1,False
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
01 11 0 110101,4,2.75,6,1,0.36363636363636365,0.6363636363636364,0.9456603046006401,1,2,0,0,0,1,0,False
00000 10100 00,3,4.0,5,2,0.8333333333333334,0.16666666666666666,0.6500224216483541,0,1,0,0,2,0,0,False
11 001 1010111 01000 10111 0,6,3.8333333333333335,7,1,0.43478260869565216,0.5652173913043478,0.9876925088958034,1,1,1,0,2,0,1,False
111 100 1010,3,3.3333333333333335,4,3,0.4,0.6,0.9709505944546686,0,0,2,1,0,0,0,True
10011 0001 110,3,4.0,5,3,0.5,0.5,1.0,0,0,1,1,1,0,0,True
101011,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
1110101 1001100,2,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,2,True
0000100 110,2,5.0,7,3,0.7,0.3,0.8812908992306927,0,0,1,0,0,0,1,True
0110010,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
1101 0010111 111 01101 010 1100,6,4.333333333333333,7,3,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,0,2,2,1,0,1,True
01 01101 00011 000110,4,4.5,6,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,0,2,1,0,True
1 00010 1000 0100 011001,5,4.0,6,1,0.65,0.35,0.934068055375491,1,0,0,2,1,1,0,True
010111,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
0000 10 001000 11100,4,4.25,6,2,0.7058823529411765,0.29411764705882354,0.8739810481273578,0,1,0,1,1,1,0,True
0 00,2,1.5,2,1,1.0,0.0,-0.0,1,1,0,0,0,0,0,False
10 1 0011101 0,4,2.75,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,2,1,0,0,0,0,1,False
1 0011101,2,4.0,7,1,0.375,0.625,0.954434002924965,1,0,0,0,0,0,1,True
1 011,2,2.0,3,1,0.25,0.75,0.8112781244591328,1,0,1,0,0,0,0,True
110,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
0000,1,4.0,4,4,1.0,0.0,-0.0,0,0,0,1,0,0,0,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1001101 00000 111101 1010 0000 0,6,4.5,7,1,0.5925925925925926,0.4074074074074074,0.9751190649408661,1,0,0,2,1,1,1,False
11 1 0001000 000 100 11111,6,3.5,7,1,0.5238095238095238,0.47619047619047616,0.998363672593813,1,1,2,0,1,0,1,False
111000,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1011 1 0,3,2.0,4,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2,0,0,1,0,0,0,False
100010,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
1111 0001110 0001100 1010,4,5.5,7,4,0.5,0.5,1.0,0,0,0,2,0,0,2,True
1001 000011,2,5.0,6,4,0.6,0.4,0.9709505944546686,0,0,0,1,0,1,0,True
10 1011 00 011 0,5,2.4,4,1,0.5,0.5,1.0,1,2,1,1,0,0,0,False
1001 11 101 101111,4,3.75,6,2,0.26666666666666666,0.7333333333333333,0.8366407419411672,0,1,1,1,0,1,0,True
11 1 0011110 10001,4,3.75,7,1,0.4,0.6,0.9709505944546686,1,1,0,0,1,0,1,False
1 10001 001100 0101 010,5,3.8,6,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,1,0,1,1,1,1,0,False
110 0,2,2.0,3,1,0.5,0.5,1.0,1,0,1,0,0,0,0,True
1101 0 1101001 00,4,3.5,7,1,0.5,0.5,1.0,1,1,0,1,0,0,1,False
1010,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
11 1000110 01100,3,4.666666666666667,7,2,0.5,0.5,1.0,0,1,0,0,1,0,1,True
111001,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
11100 01000,2,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,2,0,0,True
1011000,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
1100,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
11110 11 101,3,3.3333333333333335,5,2,0.2,0.8,0.7219280948873623,0,1,1,0,1,0,0,True
10 0001100 01 000011 0010,5,4.2,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,2,0,1,0,1,1,True
11 1 110 011 0110010 10010 0,7,3.142857142857143,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,2,1,2,0,1,0,1,False
001100 0,2,3.5,6,1,0.7142857142857143,0.2857142857142857,0.863120568566631,1,0,0,0,0,1,0,True
111101 01011 00,3,4.333333333333333,6,2,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,1,0,0,1,1,0,True
10 1100,2,3.0,4,2,0.5,0.5,1.0,0,1,0,1,0,0,0,True
00100 1010111 0,3,4.333333333333333,7,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,0,0,0,1,0,1,True
101100 001110 100101,3,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,3,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
101010 000 111110 11101 0,5,4.2,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,1,0,1,2,0,False
001 11 101 01101 010 01 1100,7,3.142857142857143,5,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,2,3,1,1,0,0,False
0001 101110 011 0000 0,5,3.6,6,1,0.6111111111111112,0.3888888888888889,0.964078764808229,1,0,1,2,0,1,0,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
1011 110101 0,3,3.6666666666666665,6,1,0.36363636363636365,0.6363636363636364,0.9456603046006401,1,0,0,1,0,1,0,True
1001 001100 10000 0,4,4.0,6,1,0.6875,0.3125,0.8960382325345574,1,0,0,1,1,1,0,True
1011110 00 011 1111011,4,4.75,7,2,0.3157894736842105,0.6842105263157895,0.8997437586982626,0,1,1,0,0,0,2,True
10 0 0101100 100100,4,4.0,7,1,0.625,0.375,0.954434002924965,1,1,0,0,0,1,1,False
01 01101,2,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,0,True
010011 1111110 00,3,5.0,7,2,0.4,0.6,0.9709505944546686,0,1,0,0,0,1,1,True
1101 10 1000100 000 0011 110100 00,7,4.0,7,2,0.6071428571428571,0.39285714285714285,0.9666186325481028,0,2,1,2,0,1,1,False
001 1000011 01,3,4.0,7,2,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,1,1,0,0,0,1,True
10011,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
0 1010000 10110 111 1011111 01100 00,7,4.285714285714286,7,1,0.4666666666666667,0.5333333333333333,0.9967916319816366,1,1,1,0,2,0,2,False
0 1010100,2,4.0,7,1,0.625,0.375,0.954434002924965,1,0,0,0,0,0,1,True
010 10011 00001 01 11001,5,4.0,5,2,0.55,0.45,0.9927744539878083,0,1,1,0,3,0,0,True
101 011 1011100 1100 00,5,3.8,7,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,1,2,1,0,0,1,False
1011 0,2,2.5,4,1,0.4,0.6,0.9709505944546686,1,0,0,1,0,0,0,True
1101 111 0101100 0010111,4,5.25,7,3,0.38095238095238093,0.6190476190476191,0.9587118829771318,0,0,1,1,0,0,2,True
10011 0 000110,3,4.0,6,1,0.5833333333333334,0.4166666666666667,0.9798687566511528,1,0,0,0,1,1,0,True
100,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1001 1001100 0010 01000,4,5.0,7,4,0.65,0.35,0.934068055375491,0,0,0,2,1,0,1,True
111 0110 0100010 0,4,3.75,7,1,0.5333333333333333,0.4666666666666667,0.9967916319816366,1,0,1,1,0,0,1,True
1101 111111 000 0000001,4,5.0,7,3,0.5,0.5,1.0,0,0,1,1,0,1,1,True
10 100110,2,4.0,6,2,0.5,0.5,1.0,0,1,0,0,0,1,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
10 10000 11001,3,4.0,5,2,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,1,0,0,2,0,0,True
1100101,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
0101111 0,2,4.0,7,1,0.375,0.625,0.954434002924965,1,0,0,0,0,0,1,True
001 1 11 1011101 110010,5,3.8,7,1,0.3684210526315789,0.631578947368421,0.9494520153879484,1,1,1,0,0,1,1,False
0001101,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
101100,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
0 1010 0010010,3,4.0,7,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,0,0,1,0,0,1,True
011 00101,2,4.0,5,3,0.5,0.5,1.0,0,0,1,0,1,0,0,True
1111010 11110,2,6.0,7,5,0.25,0.75,0.8112781244591328,0,0,0,0,1,0,1,True
1001 1 110010 0,4,3.0,6,1,0.5,0.5,1.0,2,0,0,1,0,1,0,False
10111 101010 1011010 0001010,4,6.25,7,5,0.48,0.52,0.9988455359952018,0,0,0,0,1,1,2,True
0100 01 000001,3,4.0,6,2,0.75,0.25,0.8112781244591328,0,1,0,1,0,1,0,True
1 00,2,1.5,2,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,0,0,0,0,0,True
011010 1 10 1011 100,5,3.2,6,1,0.4375,0.5625,0.9886994082884974,1,1,1,1,0,1,0,False
0111100 001 001110,3,5.333333333333333,7,3,0.5,0.5,1.0,0,0,1,0,0,1,1,True
0011101 000 0101110,3,5.666666666666667,7,3,0.5294117647058824,0.47058823529411764,0.9975025463691153,0,0,1,0,0,0,2,True
0 00,2,1.5,2,1,1.0,0.0,-0.0,1,1,0,0,0,0,0,False
1101011 1 0010 1011111,4,4.75,7,1,0.3157894736842105,0.6842105263157895,0.8997437586982626,1,0,0,1,0,0,2,True
1000010 1001010 0100 011111 11100,5,5.8,7,4,0.5172413793103449,0.4827586206896552,0.9991421039919088,0,0,0,1,1,1,2,True
010 11,2,2.5,3,2,0.4,0.6,0.9709505944546686,0,1,1,0,0,0,0,True
001 00,2,2.5,3,2,0.8,0.2,0.7219280948873623,0,1,1,0,0,0,0,True
101 0001 10110 1001 01000,5,4.2,5,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,2,2,0,0,True
01101 1010001 0,3,4.333333333333333,7,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,0,0,0,1,0,1,True
11 1111000 111010 0001010 0,5,4.6,7,1,0.4782608695652174,0.5217391304347826,0.9986359641585718,1,1,0,0,0,1,2,False
001 1 1100010 01100 0,5,3.4,7,1,0.5882352941176471,0.4117647058823529,0.9774178175281716,2,0,1,0,1,0,1,False
111011 0101010 0001100 101100 100100,5,6.4,7,6,0.53125,0.46875,0.9971803988942642,0,0,0,0,0,3,2,True
101010 0101 01011 100 11111,5,4.6,6,3,0.391304347826087,0.6086956521739131,0.9656361333706098,0,0,1,1,2,1,0,True
010 0,2,2.0,3,1,0.75,0.25,0.8112781244591328,1,0,1,0,0,0,0,True
000110,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
010111,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
01 0010001 111100 1010000,4,5.5,7,2,0.5909090909090909,0.4090909090909091,0.9760206482366149,0,1,0,0,0,1,2,True
11 0000111 000 010 1111001,5,4.4,7,2,0.5,0.5,1.0,0,1,2,0,0,0,2,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
010000 111011,2,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,2,0,True
1000001 11100,2,6.0,7,5,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,1,0,1,True
111 0010 0,3,2.6666666666666665,4,1,0.5,0.5,1.0,1,0,1,1,0,0,0,True
10001 1110100 0 00,4,3.75,7,1,0.6,0.4,0.9709505944546686,1,1,0,0,1,0,1,False
1000001 0001011 1110 00,4,5.0,7,2,0.6,0.4,0.9709505944546686,0,1,0,1,0,0,2,True
01001,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
010 101101 01110 0011,4,4.5,6,3,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,0,1,1,1,1,0,True
1011110 111011 10111 110010 00,5,5.2,7,2,0.34615384615384615,0.6538461538461539,0.9305861291319928,0,1,0,0,1,2,1,True
10001 1 1011 0,4,2.75,5,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,2,0,0,1,1,0,0,False
1111 0011 01 110 0111000,5,4.0,7,2,0.4,0.6,0.9709505944546686,0,1,1,2,0,0,1,True
111111 01101 01000 0,4,4.25,6,1,0.4117647058823529,0.5882352941176471,0.9774178175281716,1,0,0,0,2,1,0,True
01 1000 1101100,3,4.333333333333333,7,2,0.5384615384615384,0.46153846153846156,0.9957274520849255,0,1,0,1,0,0,1,True
01 11 00,3,2.0,2,2,0.5,0.5,1.0,0,3,0,0,0,0,0,True
0011 000 0000 0100100,4,4.5,7,3,0.7777777777777778,0.2222222222222222,0.7642045065086203,0,0,1,2,0,0,1,False
000000 0000011 000110,3,6.333333333333333,7,6,0.7894736842105263,0.21052631578947367,0.7424875695421236,0,0,0,0,0,2,1,True
01001 111010 10011 01 110,5,4.2,6,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,1,0,2,1,0,True
00001 0111100,2,6.0,7,5,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,1,0,1,True
01 0010 0,3,2.3333333333333335,4,1,0.7142857142857143,0.2857142857142857,0.863120568566631,1,1,0,1,0,0,0,False
0001 000111 011 00,4,3.75,6,2,0.6,0.4,0.9709505944546686,0,1,1,1,0,1,0,True
10 110 001000,3,3.6666666666666665,6,2,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,1,1,0,0,1,0,True
11 10 00010 0101 00001 00,6,3.3333333333333335,5,2,0.65,0.35,0.934068055375491,0,3,0,1,2,0,0,False
0100010 1 10101 0100 00,5,3.8,7,1,0.631578947368421,0.3684210526315789,0.9494520153879484,1,1,0,1,1,0,1,False
110011 1110,2,5.0,6,4,0.3,0.7,0.8812908992306927,0,0,0,1,0,1,0,True
0001,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
0100,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
110111,1,6.0,6,6,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,0,0,0,0,1,0,True
1111 101010 1,3,3.6666666666666665,6,1,0.2727272727272727,0.7272727272727273,0.8453509366224364,1,0,0,1,0,1,0,False
11101,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
0001011,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
1 110 101,3,2.3333333333333335,3,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,0,2,0,0,0,0,False
1001110 1111 1 0111 1000 0100101 0,7,4.0,7,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,2,0,0,3,0,0,2,False
010 001 110100 010110,4,4.5,6,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,0,2,0,0,2,0,True
11 010111 000110 000 011 00,6,3.6666666666666665,6,2,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,2,2,0,0,2,0,False
0001111 0101011 111 111000 01 00,6,4.5,7,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,2,1,0,0,1,2,False
1101 0100011,2,5.5,7,4,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,1,0,0,1,True
011101 011010 10 11110 110 1111111,6,4.833333333333333,7,2,0.27586206896551724,0.7241379310344828,0.8497511372532974,0,1,1,0,1,2,1,True
100110,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
00100 1 110111 0110 1010,5,4.0,6,1,0.45,0.55,0.9927744539878083,1,0,0,2,1,1,0,True
101011,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
111 11010 0000101 00,4,4.25,7,2,0.5294117647058824,0.47058823529411764,0.9975025463691153,0,1,1,0,1,0,1,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
00101,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
00000 10000 1010,3,4.666666666666667,5,4,0.7857142857142857,0.21428571428571427,0.74959525725948,0,0,0,1,2,0,0,True
11011,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
00011 0010,2,4.5,5,4,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,1,1,0,0,True
10100,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
10010 00,2,3.5,5,2,0.7142857142857143,0.2857142857142857,0.863120568566631,0,1,0,0,1,0,0,True
11 10010 00101 1010,4,4.0,5,2,0.5,0.5,1.0,0,1,0,1,2,0,0,True
0101010 11010 00,3,4.666666666666667,7,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,1,True
0111 001 0011100,3,4.666666666666667,7,3,0.5,0.5,1.0,0,0,1,1,0,0,1,True
010 1001 11 0001,4,3.25,4,2,0.5384615384615384,0.46153846153846156,0.9957274520849255,0,1,1,2,0,0,0,True
1 011100 111 0100 1010 0,6,3.1666666666666665,6,1,0.47368421052631576,0.5263157894736842,0.9980008838722996,2,0,1,2,0,1,0,False
10 00000 000,3,3.3333333333333335,5,2,0.9,0.1,0.4689955935892812,0,1,1,0,1,0,0,False
10 11110 0000011 01 0,5,3.4,7,1,0.5294117647058824,0.47058823529411764,0.9975025463691153,1,2,0,0,1,0,1,False
1101 0000000,2,5.5,7,4,0.7272727272727273,0.2727272727272727,0.8453509366224364,0,0,0,1,0,0,1,True
1 10001 1011 111100 101110 0010,6,4.333333333333333,6,1,0.4230769230769231,0.5769230769230769,0.9828586897127056,1,0,0,2,1,2,0,False
1100100 1001 0100 0110111 0010 0,6,4.5,7,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,0,0,3,0,0,2,False
11001 0111 1011 11000,4,4.5,5,4,0.3888888888888889,0.6111111111111112,0.964078764808229,0,0,0,2,2,0,0,True
001100,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
0110 00100 011,3,4.0,5,3,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,1,1,1,0,0,True
0001 1110 110001 100 00110 000011 0100100,7,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,2,1,2,1,True
1101011,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
1 0,2,1.0,1,1,0.5,0.5,1.0,2,0,0,0,0,0,0,True
0001 11 00,3,2.6666666666666665,4,2,0.625,0.375,0.954434002924965,0,2,0,1,0,0,0,True
111 0110 0101 110001,4,4.25,6,3,0.4117647058823529,0.5882352941176471,0.9774178175281716,0,0,1,2,0,1,0,True
00111 0000 0010100,3,5.333333333333333,7,4,0.6875,0.3125,0.8960382325345574,0,0,0,1,1,0,1,True
010,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1010,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
0111 11 11000,3,3.6666666666666665,5,2,0.36363636363636365,0.6363636363636364,0.9456603046006401,0,1,0,1,1,0,0,True
00100 1 00010 111 01101 1100110,6,4.333333333333333,7,1,0.5,0.5,1.0,1,0,1,0,3,0,1,False
0000001,1,7.0,7,7,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,0,0,0,0,0,1,True
10 000,2,2.5,3,2,0.8,0.2,0.7219280948873623,0,1,1,0,0,0,0,True
00 1 0,3,1.3333333333333333,2,1,0.75,0.25,0.8112781244591328,2,1,0,0,0,0,0,False
10 00,2,2.0,2,2,0.75,0.25,0.8112781244591328,0,2,0,0,0,0,0,True
1101110,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
01 1110,2,3.0,4,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,1,0,1,0,0,0,True
11101 1111111 0000001 000110,4,6.25,7,5,0.44,0.56,0.9895875212220556,0,0,0,0,1,1,2,True
101 1100,2,3.5,4,3,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,1,1,0,0,0,True
1010101 1001100,2,7.0,7,7,0.5,0.5,1.0,0,0,0,0,0,0,2,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
1001,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
1110,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
0100010 10 1 00 001000 010 0,7,3.142857142857143,7,1,0.7272727272727273,0.2727272727272727,0.8453509366224364,2,2,1,0,0,1,1,False
10101,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
10110,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
1011 1010010,2,5.5,7,4,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,1,0,0,1,True
0100 111101 1111101,3,5.666666666666667,7,4,0.29411764705882354,0.7058823529411765,0.8739810481273578,0,0,0,1,0,1,1,True
101000,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
1001 11 100,3,3.0,4,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,1,1,1,0,0,0,True
01 011,2,2.5,3,2,0.4,0.6,0.9709505944546686,0,1,1,0,0,0,0,True
11 1 001,3,2.0,3,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,1,0,0,0,0,False
0001 101 0010 00,4,3.25,4,2,0.6923076923076923,0.3076923076923077,0.8904916402194913,0,1,1,2,0,0,0,True
101011,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
11 1000 111 0101 110,5,3.2,4,2,0.375,0.625,0.954434002924965,0,1,2,2,0,0,0,False
1 011100 111 1010 010011,5,4.0,6,1,0.4,0.6,0.9709505944546686,1,0,1,1,0,2,0,False
11 1 0001 000000 101000 0,6,3.3333333333333335,6,1,0.7,0.3,0.8812908992306927,2,1,0,1,0,2,0,False
111011 0100 1011000 11011 00,5,4.8,7,2,0.4583333333333333,0.5416666666666666,0.9949848281859701,0,1,0,1,1,1,1,True
00001,1,5.0,5,5,0.8,0.2,0.7219280948873623,0,0,0,0,1,0,0,True
10 1 00011 11010 000 100,6,3.1666666666666665,5,1,0.5789473684210527,0.42105263157894735,0.9819407868640977,1,1,2,0,2,0,0,False
1011 010001 10 1110,4,4.0,6,2,0.4375,0.5625,0.9886994082884974,0,1,0,2,0,1,0,False
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
00001 0,2,3.0,5,1,0.8333333333333334,0.16666666666666666,0.6500224216483541,1,0,0,0,1,0,0,True
01 00000 011,3,3.3333333333333335,5,2,0.7,0.3,0.8812908992306927,0,1,1,0,1,0,0,True
11 000 1110110 0001110 0011 10010 0,7,4.142857142857143,7,1,0.5172413793103449,0.4827586206896552,0.9991421039919088,1,1,1,1,1,0,2,False
00011 11110 001100 111 010100 01 0011001,7,4.857142857142857,7,2,0.5,0.5,1.0,0,1,1,0,2,2,1,True
1 000 0,3,1.6666666666666667,3,1,0.8,0.2,0.7219280948873623,2,0,1,0,0,0,0,False
100101,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1101,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
111000 1 11000,3,4.0,6,1,0.5,0.5,1.0,1,0,0,0,1,1,0,False
